"X1986"	"X1987"	"X1988"	"X1989"	"X1990"	"X1991"	"X1992"	"X1993"	"X1994"	"X1995"	"X1996"	"X1997"	"X1998"	"X1999"	"X2000"	"X2001"	"X2002"	"X2003"	"X2004"	"X2005"	"X2006"	"X2007"
"275"	-16.9	-15.1	NA	NA	-14.2	-13.2	-5.185	-14.64	-9.74	NA	NA	-13.21	-8.38	-9.99	-10.54	-9.98	-16.31	-9.43	-11.5	-10.77	-10.7	-8.09
"276"	-17.7	-11	NA	NA	-15.7	-14.73	-6.921	-14.35	-12.1	NA	NA	-12.47	-10.84	-11.07	-10.64	-9.93	-16.78	-9.63	-10.89	-12.46	-10.12	-9.07
"277"	-16.9	-12.1	NA	NA	-16.6	-15.37	-9.13	-14.38	-13.05	NA	NA	-14.65	-10.14	-15.57	-11.86	-7.39	-12.17	-11.12	-10.6	-15.6	-11.12	-10.9
"278"	-17.4	-8.87	NA	NA	-15.2	-15.31	-10.73	-8.05	-16.07	NA	NA	-14.88	-10.28	-15.65	-14.25	-7.58	-10.84	-14.5	-7.61	-17.14	-9.96	-10.36
"279"	-18.8	-8.21	NA	NA	-15.9	-16.18	-14.6	-6.312	-15.24	NA	NA	-17.05	-12.44	-13.77	-14.24	-7.58	-14.55	-12.3	-6.66	-16.72	-8.7	-10.9
"280"	-19.4	-9.34	NA	NA	-16.2	-16.01	-14.24	-6.671	-16.71	NA	NA	-16.33	-12.1	-11.53	-16.45	-7.35	-12.79	-10.89	-6.381	-18.49	-12.04	-12.78
"281"	-19.5	-13.8	NA	NA	-18.2	-14.32	-15.44	-10.53	-10.48	NA	NA	-15.95	-12.05	-15.2	-17.12	-11.79	-12.28	-11.5	-6.765	-18.63	-11.84	-10.78
"282"	-21.1	-16.4	NA	NA	-20	-10.79	-12.85	-14.99	-12.65	NA	NA	-13.96	-9.49	-15.68	-16.01	-14.53	-9.8	-15.25	-8.58	-17.6	-15.6	-11.61
"283"	-22.5	-16.3	NA	NA	-19.1	-10.37	-12.69	-11.44	-13.63	NA	NA	-14.77	-10.56	-16.83	-18.94	-16.16	-10.58	-15.13	-9.83	-17.06	-12.79	-10.4
"284"	-23.2	-15.9	NA	NA	-13.8	-11.7	-17.92	-12.78	-16	NA	NA	-16.58	-14.46	-14.48	-17.02	-13.62	-16.57	-14.16	-12.56	-11.55	-9.42	-10.12
"285"	-23.3	-13	NA	NA	-9.54	-14	-19.71	-11.33	-16.46	NA	NA	-15.84	-15.22	-12.51	-15.48	-13.56	-15.84	-14.62	-10.5	-11.15	-14.23	-16.15
"286"	-22.7	-11	NA	NA	-18.9	-16.79	-11.89	-14.43	-16.45	NA	NA	-18.45	-14.11	-15.71	-12.67	-15.91	-8.66	-14.6	-13.77	-14.04	-14.31	-16.7
"287"	-19.5	-13.2	NA	NA	-24.5	-18.35	-7.88	-13	-16.23	NA	NA	-19.99	-18.18	-18.4	-13.79	-15.49	-3.32	-12.4	-13.99	-10.87	-11.83	-14
"288"	-13.9	-15.8	NA	NA	-21.5	-18.34	-10.46	-8.01	-16.02	NA	NA	-13.24	-17.56	-19.36	-15.78	-17.36	-2.725	-14.81	-14.55	-12.24	-9.65	-14.26
"289"	-15.9	-18	NA	NA	-19.4	-20.06	-9.29	-8.5	-13.65	NA	NA	-11.26	-16.1	-17.87	-13.36	-18.68	-4.267	-13.64	-10.57	-16.79	-7.28	-14.45
"290"	-19.5	-16.9	NA	NA	-22.1	-15.91	-9.59	-10.09	-14.75	NA	NA	-13.24	-19.02	-23.3	-11.73	-15.81	-9.4	-9.81	-11.72	-14.55	-3.767	-16.45
"291"	-20.4	-12.1	NA	NA	-22.5	-12.41	-9.42	-8.9	-14.71	NA	NA	-17.1	-17.03	-23.28	-11.35	-12.02	-12.1	-7.14	-12.66	-13.31	-0.651	-13.5
"292"	-20.1	-14.3	NA	NA	-23.8	-12.81	-12.99	-9.22	-15.69	NA	NA	-17.86	-13.93	-23.42	-11	-14.72	-13.71	-7.57	-9.78	-10.1	-3.75	-7
"293"	-20.7	-15.4	NA	NA	-25.2	-15.06	-16.28	-11.94	-17.57	NA	NA	-15.16	-12.07	-20.85	-12.3	-18.57	-16.45	-7.89	-7.4	-7.47	-9.36	-10.75
"294"	-21.7	-15.9	NA	NA	-22.6	-16.19	-15.22	-14.79	-14.89	NA	NA	-17.16	-15.21	-17.15	-11.85	-21.39	-17.15	-6.186	-6.106	-8.26	-9.83	-14.69
"295"	-23.9	-16.2	NA	NA	-18.2	-17.12	-17.61	-18.51	-15.39	NA	NA	-19.82	-13.43	-21.8	-11.32	-22.3	-17.78	-3.055	-2.694	-8.39	-13.64	-16.71
"296"	-22.4	-20.4	NA	NA	-17.8	-19.93	-17.1	-18.69	-19.7	NA	NA	-22.51	-17.55	-23.04	-11.2	-22.47	-17.91	-5.228	-4.856	-13.02	-12.16	-16.23
"297"	-23.7	-21.3	NA	NA	-18	-21.44	-13.39	-17.54	-22.6	NA	NA	-23.32	-18.38	-22.68	-13.2	-23	-10.05	-8.58	-8.15	-18.1	-11.84	-14.49
"298"	-21.6	-23.8	NA	NA	-21.4	-13.05	-13.03	-16.54	-25.07	NA	NA	-22.69	-15.83	-21.49	-15.55	-23.78	-11.63	-10.64	-11.55	-15.27	-11.8	-11.18
"299"	-22.6	-23.2	NA	NA	-24.9	-19.59	-17.42	-20.3	-22.19	NA	NA	-22.15	-16.07	-22.15	-19.16	-24.8	-10.49	-13.57	-11.13	-14.94	-8.53	-13.56
"300"	-23	-23.6	NA	NA	-26.5	-23.12	-18.98	-20.81	-21.89	NA	NA	-21.38	-21.28	-24.52	-20.29	-24.62	-8.46	-18.68	-11.3	-12.28	-8.7	-14.59
"301"	-22.6	-23.4	NA	NA	-27.3	-22.81	-17.75	-20.99	-19.02	NA	NA	-24.72	-23.25	-22.29	-21.89	-22.43	-7.92	-20.43	-13.12	-15.03	-12.15	-14.06
"302"	-22.4	-22.6	NA	NA	-27	-19.24	-21.78	-22.01	-17.06	NA	NA	-24.15	-23.88	-24.5	-21.35	-24.64	-12.35	-20.8	-13.52	-16.63	-10.82	-15.68
"303"	-24.5	-19.9	NA	NA	-23.7	-24.57	-23.87	-22.73	-18.88	NA	NA	-24.48	-19.37	-27.5	-23.61	-24.56	-19.1	-20.76	-15.27	-18.64	-9.3	-18.78
"304"	-25.5	-21	NA	NA	-20	-19.72	-21.09	-27.41	-23.48	NA	NA	-23.92	-15.55	-28.36	-24.4	-25.67	-21.22	-22.16	-14.69	-21.16	-10.89	-18.74
"305"	-26.6	-24.4	NA	NA	-21.7	-18.6	-17.42	-29.64	-22.59	NA	NA	-21.01	-12.87	-27.87	-25.13	-25.71	-21.25	-21.44	-16.13	-22.69	-10.42	-17.59
"306"	-25.1	-26.2	NA	NA	-25	-20.57	-18.96	-28.64	-21.7	NA	NA	-20.29	-16.19	-28.27	-22.2	-23.04	-18.07	-21.14	-20.45	-22.17	-18.13	-18.32
"307"	-21	-27.1	NA	NA	-25.3	-22.46	-23.5	-23.46	-23.06	NA	NA	-22.71	-18.19	-25.26	-20.08	-24.21	-17.71	-22.2	-25.04	-25.36	-22.38	-20.56
"308"	-22.5	-24.2	NA	NA	-26.3	-22.9	-18.84	-24.9	-21.9	NA	NA	-19.58	-11.05	-23.44	-21.03	-20.76	-16.92	-24.14	-26.36	-27.86	-23.44	-24.41
"309"	-23.5	-20.5	NA	NA	-24.9	-21.16	-24.63	-23.87	-18.17	NA	NA	-17.88	-14.55	-25.28	-23.6	-20.77	-18.17	-27.02	-27.58	-29.2	-25.42	-24.64
"310"	-22.9	-18.8	NA	NA	-22.2	-22.13	-26.46	-22.91	-19.89	NA	NA	-18.15	-15.7	-23.62	-21.84	-20.01	-20.63	-27.21	-28.46	-26.33	-24.87	-25.96
"311"	-18.8	-17.8	NA	NA	-21.3	-20.02	-21.28	-23.45	-11.23	NA	NA	-23.93	-22.27	-26.13	-17.58	-20	-21.81	-23.96	-26.92	-27.06	-23.59	-23.33
"312"	-18.9	-18	NA	NA	-20.9	-18.33	-17.35	-26.14	-13.58	NA	NA	-23.69	-19.18	-25.65	-16.78	-20.84	-20.52	-25.86	-27.03	-28.68	-21.87	-20.53
"313"	-19.1	-19.3	NA	NA	-18.9	-21.01	-24.22	-27.73	-13.01	NA	NA	-27.75	-16.62	-24.36	-20.02	-19.19	-18.95	-19.05	-25.38	-27.01	-24.78	-24.12
"314"	-18.2	-17.9	NA	NA	-21.3	-20.05	-23.31	-27.39	-18.54	NA	NA	-28.65	-18.53	-23.08	-22.58	-18.62	-20.96	-19.72	-22.79	-27.37	-24.34	-22.34
"315"	-18.5	-22.3	NA	NA	-28.4	-19.87	-25.71	-28.06	-20.77	NA	NA	-29.6	-18.43	-20.47	-20.66	-24.2	-20.88	-20.53	-22.96	-27.8	-21.07	-18.35
"316"	-22.2	-24.9	NA	NA	-30	-19.34	-24.78	-27.31	-17.5	NA	NA	-26.58	-19.64	-15.92	-15	-23.9	-21.09	-21.75	-23.01	-24.51	-18.91	-20.14
"317"	-20.7	-21.6	NA	NA	-29.5	-13.31	-22.53	-27.01	-18.3	NA	NA	-18.21	-14.47	-17.37	-17.24	-21.69	-21.84	-20.94	-26.29	-22.08	-16.06	-19.43
"318"	-23.7	-18.2	NA	NA	-31.4	-11.54	-19.66	-28.22	-15.58	NA	NA	-17.73	-16.08	-19.1	-22.13	-19.6	-21.3	-17.82	-27.56	-21.01	-17.6	-15.99
"319"	-25.3	-18.8	NA	NA	-32.3	-8.35	-21.6	-29.31	-16.84	NA	NA	-20.26	-19.39	-21.68	-23.91	-21.73	-23.07	-16.09	-25.92	-24.52	-18.78	-21.7
"320"	-25	-21	NA	NA	-32.7	-17.56	-20.65	-29.99	-20.01	NA	NA	-23.99	-19.6	-22.02	-26.83	-25.03	-23.2	-15.07	-22.94	-25.92	-21.32	-27.72
"321"	-24.2	-26.1	NA	NA	-32.6	-23.32	-22.27	-31.16	-23.31	NA	NA	-24.5	-18.65	-22.27	-25.05	-26.84	-22.7	-17.16	-22.87	-23.35	-23.37	-28.33
"322"	-25.8	-27.5	NA	NA	-28.3	-18.27	-26.39	-31.02	-21.22	NA	NA	-19.35	-14.68	-20.37	-24.65	-27.67	-21.02	-17.81	-19.32	-17.61	-23.65	-25.39
"323"	-21.9	-28.6	NA	NA	-26.3	-17.86	-25.86	-30.66	-21.98	NA	NA	-18.02	-19.34	-20.12	-25.34	-22.58	-23.02	-18.43	-18.35	-13.37	-16.74	-18.46
"324"	-22.8	-27.4	NA	NA	-26.1	-22.28	-26.15	-31.09	-24.85	NA	NA	-22.67	-19.61	-22.5	-25.99	-24.49	-23.2	-19.92	-16.66	-13.4	-17.47	-12.85
"325"	-24.5	-28.7	NA	NA	-27.5	-22.13	-27.63	-28.46	-25.55	NA	NA	-22.23	-20.21	-19.09	-25.31	-28.5	-23.74	-22.56	-10.11	-15.94	-20.37	-16.38
"326"	-22.8	-28.7	NA	NA	-29.1	-24.82	-29.77	-29.47	-29.69	NA	NA	-23.38	-23.68	-16.78	-25.02	-25.66	-22.15	-21.94	-14.62	-14.7	-20.67	-17.46
"327"	-26.6	-26	NA	NA	-29.6	-25.67	-28.78	-29.86	-30.22	NA	NA	-25.99	-24.9	-20.8	-19.54	-23.23	-22.52	-23.23	-24.19	-17.08	-21.48	-15.1
"328"	-28.1	-24	NA	NA	-30.3	-27.52	-28.01	-28.22	-32.81	NA	NA	-27.05	-19.02	-19.44	-19.54	-27.36	-24.77	-22.8	-20.35	-17.4	-19.99	-17.51
"329"	-29	-23.6	NA	NA	-32.4	-27.09	-28.23	-26.46	-33.41	NA	NA	-29.44	-18.22	-24.29	-19.87	-29.49	-28.63	-18.58	-18.69	-17.35	-20.17	-20.53
"330"	-28.2	-30	NA	NA	-32.3	-27.27	-28.11	-29.48	-34.54	NA	NA	-25.58	-16.28	-27.24	-19.02	-27.31	-31.21	-21.19	-21.49	-17.14	-20.81	-15.77
"331"	-30.6	-30.7	NA	NA	-32.2	-30.55	-29.65	-26.13	-33.31	NA	NA	-19.57	-16.37	-28.76	-23.32	-22.86	-31.96	-22.57	-18.45	-14.93	-24.36	-14.91
"332"	-32.9	-28.2	NA	NA	-30.1	-28.31	-30.15	-29.87	-32.85	NA	NA	-20.52	-19.2	-30.1	-22.72	-21.76	-29.47	-22.48	-18.26	-14.19	-26.81	-16.81
"333"	-32.2	-30	NA	NA	-21.5	-22.65	-29.59	-24.51	-31.44	NA	NA	-21.11	-20.68	-30.85	-24.36	-15.76	-27.15	-23.02	-20.23	-15.8	-27.02	-18.65
"334"	-29.8	-27.7	NA	NA	-25.8	-18.83	-28.81	-28.04	-30.78	NA	NA	-17.65	-24.23	-30.42	-25.7	-16.11	-25.31	-23.69	-25.79	-21.2	-27.37	-18.06
"335"	-28.3	-23.9	NA	NA	-30.3	-22.08	-29.4	-26.25	-30.69	NA	NA	-22.5	-24.92	-30.63	-23.72	-20.71	-23.95	-26.21	-28.78	-19.48	-28.17	-14.17
"336"	-27.1	-25.1	NA	NA	-32	-26.76	-28.53	-26.68	-30.81	NA	NA	-28.02	-26.97	-31.59	-21.53	-23.69	-28.27	-26.02	-31.5	-20.8	-27.52	-17.94
"337"	-23	-27.4	NA	NA	-32.7	-30.67	-26.92	-28.5	-31.18	NA	NA	-18.7	-26.62	-31.57	-21.26	-25.45	-29.15	-26.14	-27.96	-20.55	-26.62	-5.342
"338"	-21.7	-26.8	NA	NA	-33.5	-27.19	-29.14	-28.36	-33.22	NA	NA	-15.9	-26.04	-32.04	-23.18	-26.07	-31.98	-15.73	-29.47	-22.72	-25.72	-8.13
"339"	-25.1	-23.2	NA	NA	-33.5	-27.97	-29.71	-29.04	-29.77	NA	NA	-23.72	-25.27	-33.58	-29.84	-17.45	-30.8	-10.89	-28.11	-24.63	-25.51	-16.12
"340"	-24.2	-23.2	NA	NA	-19.3	-28.21	-27.03	-28.46	-27.57	NA	NA	-28.45	-22.72	-33.34	-32.8	-14.77	-24.73	-17.43	-28.57	-28.15	-25.19	-19.11
"341"	-25.9	-21.6	NA	NA	-13.7	-29.99	-26.58	-30.09	-33.07	NA	NA	-27.26	-25.02	-33.2	-29.17	-16.71	-15.55	-21.99	-29.89	-29.67	-26.09	-17.64
"342"	-27.7	-21.3	NA	NA	-12.6	-29.76	-27.12	-30.98	-33.84	NA	NA	-29.01	-25.64	-34.64	-28.51	-19.02	-17.09	-26.45	-30.02	-29.11	-24.66	-20.37
"343"	-27.8	-21.1	NA	NA	-21.6	-26.55	-26.77	-28.94	-34.39	NA	NA	-29.72	-25.76	-34.03	-28.53	-22.64	-17.22	-26.37	-32.69	-27.79	-23.12	-22.68
"344"	-29.4	-20.6	NA	NA	-30.9	-24.76	-28.42	-29.12	-35.06	NA	NA	-29.66	-27.02	-34	-25.88	-26.65	-14.58	-26.7	-32.13	-25.09	-25.54	-23.62
"345"	-29.1	-20.8	NA	NA	-33.3	-28.61	-30.83	-29.6	-33.11	NA	NA	-31.75	-22.05	-33.72	-24	-23.79	-14.3	-28.15	-28.67	-19.57	-28.09	-24.14
"346"	-24.1	-21.6	NA	NA	-31.4	-27.99	-29.99	-30.61	-29.36	NA	NA	-32.31	-20.21	-34.75	-25.63	-27.5	-14.33	-27.97	-27.03	-18.17	-28.67	-22.28
"347"	-23.9	-21.8	NA	NA	-30	-28.96	-27.72	-30.46	-24.73	NA	NA	-30.81	-25.02	-34.21	-23.19	-25.71	-14.57	-27.45	-27.58	-22.52	-26.1	-19.96
"348"	-18.8	-25.4	NA	NA	-29.6	-28.79	-25.87	-30.23	-25	NA	NA	-27.75	-27.71	-33.23	-23.87	-24.28	-19.56	-26.2	-29.39	-27.29	-25.46	-22.54
"349"	-13	-27.1	NA	NA	-29.3	-32.67	-26.22	-28.73	-31.38	NA	NA	-28.17	-25.72	-33.82	-21.32	-28.39	-14.83	-25.34	-28.9	-28.95	-26.13	-27.11
"350"	-16.9	-28	NA	NA	-26.1	-34.54	-27.25	-30.93	-31.8	NA	NA	-28.88	-24.94	-34.43	-19.78	-29.66	-8.59	-26.76	-28.73	-28.89	-24.67	-26.73
"351"	-18.3	-28.6	NA	NA	-28.2	-32.69	-26.33	-32.32	-30.78	NA	NA	-28.78	-24.07	-32.37	-22.04	-31.37	-13.73	-25.79	-30.05	-29.52	-26.12	-27.56
"352"	-21.5	-32	NA	NA	-30.8	-31.55	-25.99	-33.18	-30.6	NA	NA	-22.5	-18.87	-25.93	-21.82	-26.2	-18.16	-25.36	-30.81	-25.68	-22.4	-26.9
"353"	-25.1	-33.4	NA	NA	-32.9	-31.41	-26.82	-34.54	-29.38	NA	NA	-21.77	-24.65	-28.29	-19.76	-25.23	-24.48	-23.72	-34.06	-25.3	-27.17	-27.18
"354"	-26.1	-35.9	NA	NA	-33.4	-34.83	-28.43	-33.26	-30.16	NA	NA	-22.69	-25.72	-30.47	-25.61	-20	-29.37	-13.88	-32.05	-26.35	-26.08	-28.26
"355"	-23.2	-34.6	NA	NA	-34.8	-33.71	-24.75	-30.96	-29.65	NA	NA	-25.27	-21.23	-26.94	-24.16	-14.32	-25.94	-11.15	-32.38	-27.79	-24.45	-27.18
"356"	-19.1	-34.6	NA	NA	-33.6	-34.51	-26.6	-29.39	-26.97	NA	NA	-24.12	-21.35	-32.5	-29.1	-15.31	-24.88	-12.94	-30.54	-25.96	-25.43	-27.58
"357"	-21.3	-35.4	NA	NA	-33.2	-34.22	-29.13	-34.53	-30.01	NA	NA	-27.94	-24.05	-33.51	-29.75	-19.12	-27.79	-14.22	-20.64	-25.32	-27.83	-30.92
"358"	-28.3	-35.9	NA	NA	-29.5	-30.74	-25.92	-34.81	-31.33	NA	NA	-27.21	-23.42	-35.47	-30.08	-21.19	-29.49	-16.5	-27.66	-21.26	-29.53	-29.19
"359"	-30.7	-35.4	NA	NA	-32.8	-30.59	-27.39	-33.77	-33	NA	NA	-26.65	-19.27	-34.71	-30.57	-21.8	-29.71	-12.85	-30.79	-22.96	-28.61	-27.15
"360"	-28.9	-32	NA	NA	-29.9	-28.29	-29.51	-32.16	-31.19	NA	NA	-27.52	-21.61	-32.68	-23.37	-24.91	-24.99	-15.73	-29.17	-26.21	-26.81	-24.68
"361"	-30.2	-31.2	NA	NA	-29.2	-30.13	-30.37	-30.05	-27.54	NA	NA	-26.22	-21.1	-33.99	-22.7	-30.51	-24.17	-23.6	-26.77	-23.05	-27.77	-25.17
"362"	-32	-32.7	NA	NA	-25.1	-29.33	-21.12	-30.07	-31.24	NA	NA	-25.22	-21.36	-34.54	-29.61	-31.4	-22.56	-24.43	-30.39	-25.96	-25.98	-30.04
"363"	-30.8	-31	NA	NA	-25.6	-32.32	-25.09	-23.94	-33.22	NA	NA	-29.95	-25.08	-34.96	-26.44	-29.24	-22.23	-23.85	-26.02	-27.96	-27.47	-29.38
"364"	-27.1	-33	NA	NA	-17.1	-33.4	-20.81	-21.61	-32.8	NA	NA	-30.22	-23.72	-34.27	-24.23	-26.05	-18.26	-24.92	-18.42	-30.44	-27.81	-30.56
"365"	-24.5	-34.9	NA	NA	-9.5	-31.2	-18.37	-21.96	-32.37	NA	NA	-28.08	-22.16	-25.42	-25.13	-22.63	-24.92	-27.17	-18.5	-31.46	-29.83	-32.47
"366"	NA	NA	NA	NA	NA	NA	-24.73	NA	NA	NA	NA	NA	NA	NA	-27.78	NA	NA	NA	-19.72	NA	NA	NA
